imdbId,title,releaseYear,releaseDate,genre,writers,actor_id,actors,director_id,directors,sequel,hitFlop
tt0444915,Tathastu,2006,N/A,Drama,N/A,413,Govinda,106,Ashu Trikha,0,1
tt0445022,Jurm,2005,10-Feb-05,Thriller,N/A,414,Emraan Hashmi,107,Tanuja Chandra,0,1
tt0445056,Sheesha,2005,11-Feb-05,Drama | Romance | Thriller,Sanjay Masoom (dialogue) | A. Muthu (story) | Ashu Trikha (screenplay),415,Bipasha Basu,108,Mehul Kumar,0,1
tt0447235,Kiss Kis Ko,2004,N/A,Musical,Pankaj Kapoor,416,Uday Chopra,109,Ashok Tyagi,0,1
tt0447890,Chaahat Ek Nasha...,2005,11-Feb-05,Romance,N/A,417,Aditya Roy Kapoor,110,Chandan Arora,0,1
tt0448121,Sins,2005,25-Feb-05,Drama | Romance,N/A,418,Ritesh Deshmukh,111,Rahat Kazmi,0,2
tt0448206,Bunty Aur Babli,2005,27-May-05,Adventure | Comedy | Crime,Aditya Chopra (story) | Jaideep Sahni (screenplay) | Jaideep Sahni (dialogue),419,Rishi Kapoor,112,Raj N. Sippy,0,7
tt0449189,Banaras,2006,7-Apr-06,Musical | Drama,Javed Siddiqui (dialogue) | L.C. Singh,420,Kangana Ranaut,113,Ajai Sinha,0,1
tt0449228,Dosti: Friends Forever,2005,23-Dec-05,Romance,Suneel Darshan (story) | Robin Bhatt (screenplay) | Shyam Goel (screenplay) | Rumi Jaffery (screenplay) | K.K. Singh (screenplay),421,Dia Mirza,114,Shyam Ramsay,0,2
tt0449306,Lucky: No Time for Love,2005,8-Apr-05,Musical | Drama | Romance,Radhika Rao | Vinay Sapru | Milap Zaveri (dialogue),422,Amrish Puri,115,Jag Mundhra,0,3
tt0449389,Shaadi No. 1,2005,3-Nov-05,Comedy,N/A,423,Amrita Rao,116,Kalpana Lajmi,0,2
tt0449870,Chehraa,2005,18-Feb-05,Thriller,Saurabh Shukla,424,Lara Dutta,117,Ajay Chandhok,0,1
tt0449982,Hum Dum,2005,11-Feb-05,Comedy | Romance,Ghalib Asadbhopali (dialogue) | Kushan Nandy (story) | Kiran Shroff,425,Om Puri,118,Puneet Sira,0,1
tt0449994,Jodhaa Akbar,2008,15-Feb-08,Action | Adventure | Biography,Haidar Ali (story) | Haidar Ali (screenplay) | Ashutosh Gowariker (screenplay) | K.P. Saxena (dialogue),426,Kiron Kher,1,Rajkumar Hirani,0,5
tt0449999,Kabhi Alvida Naa Kehna,2006,11-Aug-06,Drama,Karan Johar (story) | Shibani Bathija (screenplay) | Karan Johar (screenplay) | Niranjan Iyengar (dialogue),427,Mallika Sherawat,2,Farah Khan,0,5
tt0451631,Apaharan,2005,2-Dec-05,Action | Crime | Drama,Prakash Jha (dialogue) | Prakash Jha (screenplay) | Prakash Jha (story) | Shridhar Raghavan (screenplay) | Anjum Rajabali (script consultant) | Manoj Tyagi (screenplay),428,Sonu Sood,3,Karan Johar,0,5
tt0451639,Bachke Rehna Re Baba,2005,3-Jun-05,Comedy,Robin Bhatt (screenplay) | Robin Bhatt (story) | Umesh Shukla (dialogue) | Umesh Shukla (screenplay) | Umesh Shukla (story),429,Nana Patekar,4,Sajid Khan,0,2
tt0451787,Kyon Ki...,2005,3-Nov-05,Drama | Romance,Sanjay Chhel (dialogue),430,Vinod Khanna,5,Rohit Shetty,0,2
tt0451803,Maine Pyaar Kyun Kiya,2005,15-Jul-05,Comedy | Drama | Romance,Sanjay Chhel (dialogues) | Rumi Jaffery (screenplay) | Sameer (lyrics),431,Kalki Koechlin,6,Kabir Khan,0,5
tt0451824,My Wife's Murder,2005,19-Aug-05,Thriller,Atul Sabharwal,432,Rani Mukerji,7,Anil Sharma,0,2
tt0451833,No Entry,2005,26-Aug-05,Comedy | Drama | Musical,Anees Bazmee,433,Rajkummar Rao,8,Farhan Akhtar,0,7
tt0451850,Paheli,2005,24-Jun-05,Fantasy | Romance,Vijayadan Detha (novel) | Vijayadan Detha (story) | Sandhya Gokhale (dialogue) | Sandhya Gokhale (screenplay) | Amol Palekar (story),434,Tusshar Kapoor,9,Siddharth Anand,0,3
tt0451919,Socha Na Tha,2005,4-Mar-05,Romance | Comedy,Imtiaz Ali,435,Arjun Rampal,10,Anees Bazmee,0,2
tt0451983,Zeher,2005,25-Mar-05,Thriller,Mahesh Bhatt (screenplay),436,Paresh Rawal,11,Prabhudheva,0,4
tt0453582,7 1/2 Phere: More Than a Wedding,2005,29-Jul-05,Comedy | Drama,Subrat Sinha (lyrics) | Honey Trehan (lyrics) | Ishaan Trivedi,437,Supriya Pathak,12,Shaad Ali,0,1
tt0453671,Garam Masala,2005,3-Nov-05,Comedy,Priyadarshan (screenplay) | Neeraj Vora (dialogue) | Priyadarshan (story),438,Nawazuddin Siddiqui,13,Anurag Basu,0,6
tt0453729,Iqbal,2005,20-Jan-06,Drama,Nagesh Kukunoor,439,Naseeruddin Shah,14,Mohit Suri,0,4
tt0453748,Kuchh Meetha Ho Jaye,2005,15-Apr-05,Comedy | Romance,Samar Khan (story) | Rohit Malhotra (dialogue) | Rohit Malhotra (screenplay) | Rohit Malhotra (story),440,Randeep Hooda,15,Sanjay Leela Bhansali,0,1
tt0454396,Aryan: Unbreakable,2006,15-Dec-06,Drama,Abhishek Kapoor,441,Jaya Bhaduri,16,Imtiaz Ali,0,1
tt0454429,Chingaari,2006,17-Feb-06,Drama,Bhupen Hazarika (story) | Kalpana Lajmi (dialogue) | Kalpana Lajmi (screenplay),442,Karisma Kapoor,17,Mani Ratnam,0,1
tt0456144,Lage Raho Munna Bhai,2006,1-Sep-06,Comedy | Drama | Romance,Vidhu Vinod Chopra (screenplay) | Rajkumar Hirani | Abhijit Joshi (screenplay),443,Sharman Joshi,18,David Dhawan,1,8
tt0456165,Salaam Namaste,2005,9-Sep-05,Comedy | Drama | Romance,Siddharth Anand (screenplay) | Abbas Tyrewala (dialogue),444,Boman Irani,19,Aanand Rai,0,6
tt0456413,Fight Club: Members Only,2006,17-Feb-06,Action | Comedy,Vikram Chopra (screenplay) | Sohail Khan (dialogue) | Sohail Khan (screenplay) | Sohail Khan (story) | Mayur Puri (dialogue),445,Satish Shah,20,Ashwani Dhir,0,2
tt0456481,Jaan-E-Mann: Let's Fall in Love... Again,2006,20-Oct-06,Musical | Romance,Shirish Kunder (dialogue) | Shirish Kunder (screenplay) | Shirish Kunder (story),446,Arshad Warsi,21,Raj Kumar Gupta,0,2
tt0456500,Kyaa Kool Hai Hum,2005,6-May-05,Comedy | Mystery,Sachin Yardi (story) | Pankaj Trivedi (story),447,Raj Babbar,22,Rakeysh Omprakash Mehra,0,6
tt0456549,Mr Ya Miss,2005,2-Dec-05,Comedy,Antara Mali (screenplay) | Antara Mali (story) | Raghuvir Shekhawat (dialogue),448,Shilpa Shetty,23,Sanjay Gadhvi,0,2
tt0456558,Nazar,2005,20-May-05,Thriller,Mahesh Bhatt | Anand Sivakumaran (screenplay),449,Vivek Oberoi,24,Indra Kumar,0,2
tt0457875,Ek Ajnabee,2005,9-Dec-05,Action | Adventure | Crime,Apoorva Lakhia (screenplay) | Manoj Tyagi (screenplay) | Manoj Tyagi (dialogue),450,Anupam Kher,25,Kunal Deshmukh,0,2
tt0457940,Home Delivery: Aapko... Ghar Tak,2005,2-Dec-05,Comedy | Romance,Sujoy Ghosh (screenplay) | Sujoy Ghosh (story) | Suresh Nair (dialogue) | Suresh Nair (story) | Ritesh Shah (dialogue) | Milap Zaveri (dialogue),451,Sameera Reddy,26,Kunal Kohli,0,1
tt0458017,Mixed Doubles,2006,10-Feb-06,Comedy | Drama,Rajat Kapoor (script) | Anurag Kashyap (dialogues),452,Sunny Deol,27,Abhishek Kapoor,0,2
tt0458027,Mumbai Godfather,2005,22-Sep-05,Action | Crime | Drama,Farhad Bhiwandiwala (lyrics) | Salim Hyder | Jeetendra S. Shukla (lyrics) | Deepak Balraj Vij,453,Shraddha Kapoor,28,N. Chandra,0,1
tt0459133,Shabnam Mausi,2005,20-May-05,Drama,Aadesh K. Arjun | Yogesh Bharadwaj | S. Sachinder,454,Akshaye Khanna,29,Priyadarshan,0,1
tt0459293,"Gandhi, My Father",2007,27-Jul-07,Biography | Drama | History,Chandulal Dalal (book) | Feroz Abbas Khan | Neelamben Parikh (book),455,Manish Chaudhary,30,Shoojit Sircar,0,1
tt0459423,Kahaani Gudiya Ki...: True Story of a Woman,2008,11-Apr-08,Drama,Ashok Hamrahi | Madan Pal (lyrics),456,Sunil Shetty,31,Ashutosh Gowariker,0,1
tt0459475,Naam Gum Jaayega,2005,10-Apr-05,Thriller,Amol Shetge,457,Sohail Khan,32,Ram Gopal Varma,0,1
tt0459605,Eklavya: The Royal Guard,2007,16-Feb-07,Action | Drama | Thriller,Vidhu Vinod Chopra | Abhijit Joshi | Swanand Kirkire (dialogue),458,Esha Deol,33,Vishal Bhardwaj,0,2
tt0461209,Ek Khiladi Ek Haseena,2005,18-Nov-05,Comedy | Crime | Thriller,Suparn Verma (story),459,Pavan Malhotra,34,Abbas Alibhai Burmawalla,0,2
tt0461258,Kal: Yesterday and Tomorrow,2005,9-Dec-05,Drama | Mystery | Thriller,Ruchi Narain,460,Sonali Kulkarni,35,Mastan Alibhai Burmawalla,0,1
tt0461323,Pyare Mohan,2006,21-Apr-06,Comedy | Drama | Romance,Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),461,Rimi Sen,36,Milan Luthria,0,2
tt0461936,Don,2006,20-Oct-06,Action | Crime | Thriller,Salim Khan (based on an original screenplay by) | Javed Akhtar (based on an original screenplay by) | Farhan Akhtar,462,Sushmita Sen,37,Prakash Jha,1,6
tt0463279,2-Oct,2003,N/A,Crime,N/A,463,Gracy Singh,38,Sanjay Gupta,0,1
tt0464160,Chup Chup Ke,2006,9-Jun-06,Comedy | Drama | Romance,Priyadarshan (story) | Neeraj Vora (dialogue),464,Kunal Khemu,39,Zoya Akhtar,0,4
tt0466208,Bhairav,2001,N/A,Action,N/A,465,Juhi Chawla,40,Madhur Bhandarkar,0,1
tt0466367,Chand Sa Roshan Chehra,2005,4-Mar-05,Romance,Jalees Sherwani,466,Vinay Pathak,41,Vipul Amrutlal Shah,0,1
tt0466398,Ssukh,2005,17-Jun-05,Comedy | Family | Romance,N/A,467,Dharmendra,42,Pooja Bhatt,0,1
tt0466460,Khosla's Nest,2006,22-Sep-06,Comedy | Crime | Drama,Jaideep Sahni (story),468,Mohammed Zeeshan Ayyub,43,Anubhav Sinha,0,4
tt0466546,The Film,2005,25-Nov-05,Drama | Thriller,Yash Chouhan (story) | Anand Dehelvi (screenplay) | Junaid Memon | Geetika Tondon (additional dialogue),469,Ranvir Shorey,44,Raj Kanwar,0,1
tt0466580,Siskiyaan,2005,30-Sep-05,Drama | Thriller,Sanjay Chauhan | Nida Fazli (lyrics),470,Genelia D'Souza,45,Anurag Kashyap,0,1
tt0470398,Kasak,2005,22-Jul-05,Drama,Rajiv Babbar (screenplay) | Rajiv Babbar (story) | Sanjay Masoom (dialogue) | Sanjay Masoom (screenplay) | Neeraj Vora (screenplay),471,Isha Koppikar,46,Krishna D.K.,0,1
tt0470521,Saawan... The Love Season,2006,7-Apr-06,Romance,Saawan Kumar Tak (screenplay) | Saawan Kumar Tak (story),472,Soha Ali Khan,47,Vikram Bhatt,0,2
tt0470614,Yun Hota Toh Kya Hota: What If...?,2006,21-Jul-06,Drama,Uttam Gada,473,Johnny Lever,48,Dibakar Banerjee,0,1
tt0470869,Neal 'N' Nikki,2005,9-Dec-05,Comedy | Musical | Romance,Arjun Sablok (story) | Arjun Sablok (dialogue) | Anvita Dutt Guptan (additional screenplay) | Anvita Dutt Guptan (dialogue),474,Ayesha Takia,49,Shashilal K. Nair,0,2
tt0471646,Darwaza Bandh Rakho,2006,4-Aug-06,Comedy | Crime | Drama,J.D. Chakravarthi (screenplay) | Snehal Dabi (dialogue) | Musharaff Ali Khan (story) | Nitin Raikwar (lyrics),475,Tia Bajpai,50,Rohan Sippy,0,1
tt0473310,Ram Gopal Varma's Indian Flames,2007,31-Aug-07,Action | Adventure | Comedy,Salim Khan (story) | Rahil Qazi | Ram Gopal Varma (screenplay) | Ram Gopal Varma (story),476,Nasser,51,Sangeeth Sivan,0,1
tt0473367,Jaane Tu... Ya Jaane Na,2008,4-Jul-08,Comedy | Drama | Romance,Abbas Tyrewala,477,Saurabh Shukla,52,Rajkumar Santoshi,0,7
tt0473567,...Yahaan,2005,29-Jul-05,Romance,Sameer Kohli | Mahesh (screenplay) | Mahesh (story) | Piyush Mishra (dialogue) | Piyush Mishra (screenplay) | Sabapati (screenplay) | Sabapati (story),478,Konkona Sen Sharma,53,Sagar Ballary,0,1
tt0475627,Shikhar,2005,30-Dec-05,Drama | Musical | Romance,Dr. Bodhisattva (dialogue) | Manohar Iyer (lyrics) | John Mathew Matthan (screenplay) | Chandrashekhar Rajit (lyrics) | Sameer (lyrics) | Anita Sarkar (lyrics) | C.K. Raajaa Chandra Sekar (lyrics) | Viju Shah (lyrics) | Mani Shankar (lyrics) | Sudhakar Sharma (lyrics) | Abbas Tyrewala (screenplay),479,Ameesha Patel,54,Habib Faisal,0,2
tt0475645,Vaah! Life Ho Toh Aisi!,2005,23-Dec-05,Comedy | Family | Musical,Mahesh Manjrekar (story) | Kiran Kotrial (dialogue),480,Zayed Khan,55,Satish Kaushik,0,2
tt0476527,Bluffmaster!,2005,16-Dec-05,Comedy | Romance | Thriller,Rajat Arora (dialogue) | Shridhar Raghavan (story),481,Neha Dhupia,56,Sujoy Ghosh,0,5
tt0476550,God Tussi Great Ho,2008,15-Aug-08,Comedy | Drama | Romance,Rumi Jaffery (screenplay) | Yunus Sajawal (story),482,Irrfan Khan,57,Deepak S. Shivdasani,0,2
tt0476729,Aksar,2006,3-Feb-06,Drama | Romance,Anant Mahadevan (story),483,Revathy,58,Milind Ukey,0,5
tt0476762,Big Brother,2007,1-Feb-07,Action | Crime,Guddu Dhanoa,484,Girish Karnad,59,Dev Anand,0,1
tt0476805,Malamaal Weekly,2006,10-Mar-06,Comedy | Drama | Romance,Manisha Korde (dialogue) | Priyadarshan (screenplay) | Priyadarshan (story) | Chandu Shah (story),485,Fardeen Khan,60,Raj Nidimoru,0,7
tt0476819,Nehlle Pe Dehlla,2007,2-Mar-07,Comedy | Thriller,Ajay Chandhok | Yunus Sajawal (screenplay),486,Mahesh Manjrekar,61,Kookie V. Gulati,0,1
tt0476848,Ramji Londonwaley,2005,2-Sep-05,Comedy | Drama | Family,Kamal Hassan (original story) | Sanjay Dayma (screenplay) | Madhavan (adaptation) | Madhavan (additional screenplay) | Avantika Hari (additional screenplay) | Jay Verma (dialogue: India portions) | Manish Tiwari (dialogue: India portions) | Madhavan (dialogue: London portions) | Sanjay Dayma (dialogue: London portions),487,Shakti Kapoor,62,Mani Shankar,0,1
tt0476884,Taxi No. 9 2 11: Nau Do Gyarah,2006,24-Feb-06,Comedy | Drama | Thriller,Rajat Arora (story) | Rajat Arora | Vishal Dadlani (lyrics) | Dev Kohli (lyrics),488,Shiney Ahuja,63,Nikhil Advani,0,5
tt0476888,"Tom, Dick, and Harry",2006,12-May-06,Comedy | Romance,Kamal Pandey (story) | Yunus Sajawal (story) | Ali Shah (dialogue),489,Lillete Dubey,64,Pradeep Sarkar,0,4
tt0477252,36 China Town,2006,21-Apr-06,Comedy | Mystery | Thriller,Shyam Goel (story) | Jitendra Parmar (dialogue) | Anurag Prapanna (dialogue),490,Shreyas Talpade,65,Ken Ghosh,0,5
tt0477253,Aashiq Banaya Aapne: Love Takes Over,2005,2-Sep-05,Drama | Romance | Thriller,Aditya Datt (story),491,Minissha Lamba,66,Samir Karnik,0,3
tt0477574,Bengal Tiger,2001,N/A,Action | Crime,N/A,492,Jimmy Shergill,67,Arshad Khan,0,1
tt0477857,Sehar,2005,N/A,Action | Crime | Drama,Kabeer Kaushik,493,Manisha Koirala,68,Govind Menon,0,2
tt0478868,Koi Mere Dil Mein Hai,2005,3-Jun-05,Drama,Humayun Mirza (screenplay),494,Atul Kulkarni,69,Rajat Kapoor,0,1
tt0479674,Gumnam Qatil,2001,2-May-01,Horror,Harinam Singh,495,Amrita Arora,70,Rajat Mukherjee,0,1
tt0480572,Pyaar Ke Side Effects,2006,15-Sep-06,Comedy | Drama | Romance,Saket Chaudhary | Pratibha Acharya (dialogue) | Vijay Krishna Acharya (dialogue),496,Neil Nitin Mukesh,71,Apoorva Lakhia,0,3
tt0482305,Ek Aur Visphot,2002,N/A,Crime,M.I. Raj | Anoop Srivastava (dialogue),497,Rajat Kapoor,72,Anant Mahadevan,0,1
tt0483029,Kyon?,2003,N/A,Crime,N/A,498,Aftab Shivdasani,73,Sriram Raghavan,0,1
tt0483239,Bullet: Ek Dhamaka,2005,4-Feb-05,Action | Drama,Anand Raj Anand (lyrics) | Neha Bhasin (lyrics) | Salim Shahid (story) | Faiz Shaid (story),499,Ashmit Patel,74,Dharmesh Darshan,0,1
tt0483282,Marshal,2002,N/A,Action,N/A,500,Dimple Kapadia,75,Aditya Datt,0,1
tt0484279,Miss India: The Mystery,2003,3-Sep-03,Mystery,N/A,501,Urmila Matondkar,76,Suneel Darshan,0,1
tt0485272,Salaam-E-Ishq,2007,25-Jan-07,Comedy | Drama | Musical,Nikhil Advani (screenplay) | Nikhil Advani (story) | Suresh Nair (screenplay) | Saurabh Shukla (script),502,Danny Denzongpa,77,Shashant Shah,0,1
tt0485466,Jawani Diwani: A Youthful Joyride,2006,6-Jan-06,Romance,Pradeep Tiwari (dialogue) | Pradeep Tiwari (story),503,Ahsaas Channa,78,Sudhir Mishra,0,2
tt0485513,"Main, Meri Patni... Aur Woh!",2005,7-Oct-05,Comedy | Drama | Romance,Gunjan Joshi (story) | Rajpal Yadav (story) | Ashok Khanna (screenplay) | Pankaj Saraswat (screenplay) | Pankaj Saraswat (dialogue),504,Prem Chopra,79,Harry Baweja,0,1
tt0485522,Umrao Jaan,2006,3-Nov-06,Drama | Romance,J.P. Dutta (screenplay) | O.P. Dutta (story) | Mirza Muhammad Hadi Ruswa (novel),505,Sushant Singh,80,Tigmanshu Dhulia,0,1
tt0485551,Time Pass,2005,N/A,Romance,Chander Mishra,506,Rahul Dev,81,Kundan Shah,0,1
tt0486615,London Dreams,2009,30-Oct-09,Musical,Ritesh Shah (dialogue) | Suresh Nair (story),507,Kay Kay Menon,82,Deepak Tijori,0,2
tt0487148,Chand Bujh Gaya,2005,18-Mar-05,Drama | Thriller,Zuber Dr. (story) | Qamruddin Falak (story),508,Darshan Jariwala,83,Shashanka Ghosh,0,1
tt0487149,Chetna: The Excitement,2005,24-Jun-05,Thriller,N/A,509,Antara Mali,84,Rahul Rawail,0,1
tt0488287,Darwaza,2002,N/A,Horror,Bashir Babar,510,Jackie Shroff,85,Raksha Mistry,0,1
tt0488316,Mazaa Mazaa,2005,N/A,Romance,T.L.V. Prasad,511,Vrajesh Hirjee,86,Nagesh Kukunoor,0,1
tt0488381,Corporate,2006,7-Jul-06,Drama,Madhur Bhandarkar (screenplay) | Ajay Monga (screenplay) | Sandeep Nath (lyrics) | Niranjan Patwardhan (additional screenplay) | Manoj Tyagi (screenplay),512,Vicky Ahuja,87,Mahesh Manjrekar,0,4
tt0488414,Omkara,2006,28-Jul-06,Action | Crime | Drama,Vishal Bhardwaj (screenplay) | Robin Bhatt (screenplay) | Abhishek Chaubey (screenplay) | Vishal Bhardwaj (dialogue) | William Shakespeare (play),513,Sandhya Mridul,88,Suparn Verma,0,2
tt0488798,Welcome,2007,21-Dec-07,Comedy | Crime | Drama,Anees Bazmee | Rajeev Kaul,514,Arbaaz Khan,89,Ashwini Chaudhary,0,7
tt0488836,Hanuman,2005,21-Oct-05,Animation,Milind Ukey,515,Prachi Desai,90,Hansal Mehta,0,5
tt0488840,Koi Aap Sa: But Lovers Have to Be Friends,2005,14-Oct-05,Comedy | Drama | Romance,Mahesh Pandey (screenplay) | Sameer (lyrics) | Dheeraj Sarna (dialogue),516,Ali Zafar,91,Karan Razdan,0,1
tt0488906,Zinda,2006,12-Jan-06,Action | Adventure | Drama,Vishal Dadlani (lyrics) | Sanjay Gupta (screenplay) | Anwar Maqsood (lyrics) | Virag Mishra (lyrics) | Suresh Nair (screenplay) | Kamlesh Pandey (dialogues),517,Udita Goswami,92,Eeshwar Nivas,0,2
tt0488976,C U at 9,2005,25-Jun-05,Drama | Horror | Mystery,N/A,518,Rana Jung Bahadur,93,Hasnain Hyderabadwala,0,1
tt0489028,Double Cross: Ek Dhoka,2005,12-Jul-05,Comedy,N/A,519,Abhay Deol,94,Subhash Ghai,0,1
tt0489486,"Good Boy, Bad Boy",2007,11-May-07,Comedy | Musical | Romance,Ashwini Chaudhary (story),520,Neetu Chandra,95,Guddu Dhanoa,0,2
tt0489560,Shaadi Se Pehle,2006,7-Apr-06,Comedy | Musical | Romance,Sanjay Chhel | Satish Kaushik (screenplay),521,Sanjay Mishra,96,Kabir Sadanand,0,2
tt0490170,Love Story 2050,2008,4-Jul-08,Action | Adventure | Drama,Harry Baweja (story) | Bhavani Iyer (additional screenplay) | Mayur Puri (dialogue) | Karan Razdan (additional screenplay) | Prem Soni (additional screenplay) | Suparn Verma (additional screenplay),522,Priyanshu Chatterjee,97,Kanti Shah,0,1
tt0490210,Sarkar Raj,2008,6-Jun-08,Action | Crime | Drama,Prashant Pandey,523,Raveena Tandon,98,Robby Grewal,1,3
tt0490417,Gangobai,2002,12-Aug-02,Action,Bashir Babar,524,Alok Nath,99,Hriday Shetty,0,1
tt0490434,Kaaboo,2002,N/A,Action,N/A,525,Mahie Gill,100,Anant Balani,0,1
tt0490454,Meri Aashiqui,2005,N/A,Romance,N/A,526,Sharat Saxena,101,Kabeer Kaushik,0,1
tt0490475,Raghu More: Bachelor of Hearts,2003,N/A,Comedy,Iqbal Raj,527,Mithun Chakraborty,102,Amol Shetge,0,1
tt0491724,Prarambh,2004,13-Aug-04,Drama,Kumar Dave (screenplay),528,Bobby Deol,103,Pankaj Parashar,0,1
tt0493417,Fool N Final,2007,1-Jun-07,Action | Comedy | Romance,Umesh Shukla | Neeraj Vora (screenplay),529,Tinnu Anand,104,N/A,0,2
tt0493437,Apna Sapna Money Money,2006,10-Nov-06,Comedy | Musical | Romance,Sangeeth Sivan (story),530,Manjari Phadnis,105,Rajiv S. Ruia,0,5
tt0494290,Vivah,2006,10-Nov-06,Drama | Family | Musical,Aash Karan Atal (dialogue) | Sooraj R. Barjatya (story),531,Kunal Kapoor,106,Ashu Trikha,0,8
tt0495022,Ankahee,2006,19-May-06,Drama | Romance | Thriller,Vikram Bhatt (screenplay) | Vikram Bhatt | Girish Dhamija (dialogue) | Vinay (screenplay) | Yash (screenplay),532,Ayub Khan,107,Tanuja Chandra,0,1
tt0495032,Gangster,2006,28-Apr-06,Crime | Drama | Mystery,Mahesh Bhatt (story) | Girish Dhamija (dialogue) | Anurag Basu (screenplay),533,Kashmira Shah,108,Mehul Kumar,0,5
tt0495034,Golmaal: Fun Unlimited,2006,14-Jul-06,Comedy,Neeraj Vora,534,Deepak Dobriyal,109,Ashok Tyagi,0,6
tt0497606,Dansh,2005,2-Sep-05,Drama,Anish,535,Rajpal Yadav,110,Chandan Arora,0,1
tt0497887,Bhola in Bollywood,2004,15-Oct-04,Comedy,Sumbul Gazi,536,Divya Dutta,111,Rahat Kazmi,0,1
tt0499041,Kalyug,2005,9-Dec-05,Action | Crime | Drama,Jay Dixit (dialogue) | Anand Sivakumaran (screenplay) | Mohit Suri (story),537,Rajat Bedi,112,Raj N. Sippy,0,5
tt0499375,Guru,2007,12-Jan-07,Biography | Drama | Musical,Mani Ratnam (screenplay) | Vijay Krishna Acharya (dialogue) | Anurag Kashyap (additional dialogue) | Sujatha (additional dialogue) | Suhasini (additional dialogue),538,Rahul Bose,113,Ajai Sinha,0,6
tt0758053,Saawariya,2007,9-Nov-07,Drama | Musical | Romance,Fyodor Dostoevsky (story) | Prakash Kapadia | Vibhu Puri (additional screenplay & dialogue) | Shailey Sharma (additional screenplay & dialogue),539,Parvin Dabas,114,Shyam Ramsay,0,1
tt0770214,Kabul Express,2006,15-Dec-06,Action | Comedy | Drama,Kabir Khan | Sandeep Srivastava (additional dialogue),540,Asrani,115,Jag Mundhra,0,2
tt0779768,Teesri Aankh: The Hidden Camera,2006,3-Mar-06,Action | Thriller,Harry Baweja (story) | Harry Baweja (screenplay) | Pathik Vats (dialogue) | Sameer (lyrics) | Nitin Arora (lyrics) | Earl D'Souza (lyrics) | Karmjeet Kadhowala (lyrics),541,Raghuvir Yadav,116,Kalpana Lajmi,0,1
tt0795434,Namastey London,2007,23-Mar-07,Comedy | Drama | Romance,Suresh Nair | Ritesh Shah (dialogue),542,Avtar Gill,117,Ajay Chandhok,0,5
tt0800956,Life in a Metro,2007,11-May-07,Comedy | Drama | Romance,Anurag Basu (story) | Sanjeev Dutta (dialogue),543,Aashish Chaudhary,118,Puneet Sira,0,5
tt0800981,Anthony Kaun Hai?,2006,4-Aug-06,Comedy | Thriller,Soumik Sen,544,Laxmikant Berde,1,Rajkumar Hirani,0,1
tt0805184,Bhagam Bhag,2006,22-Dec-06,Comedy | Mystery | Romance,Neeraj Vora,545,Nandita Das,2,Farah Khan,0,6
tt0806088,Heyy Babyy,2007,24-Aug-07,Comedy | Drama,Sajid Khan (story) | Sajid Khan (screenplay) | Milap Zaveri (screenplay) | Renuka Kunzru (screenplay) | Milap Zaveri (dialogue),546,Mukesh Tiwari,3,Karan Johar,0,6
tt0807758,Partner,2007,20-Jul-07,Comedy | Romance,Shabbir Ahmed (lyrics) | Sanjay Chhel (dialogue) | David Dhawan (screenplay) | Yunus Sajawal (screenplay) | Jalees Sherwani (lyrics),547,Mahima Chaudhry,4,Sajid Khan,0,7
tt0808306,Honeymoon Travels Pvt. Ltd.,2007,23-Feb-07,Comedy | Drama | Romance,Reema Kagti | Anurag Kashyap (dialogue),548,Shahana Goswami,5,Rohit Shetty,0,4
tt0810058,Aap Ki Khatir,2006,25-Aug-06,Romance,Sunil Munshi,549,Tara Sharma,6,Kabir Khan,0,1
tt0811066,Shootout at Lokhandwala,2007,25-May-07,Action | Crime | Drama,Apoorva Lakhia | Suresh Nair | Raj Vasant (Dialogue),550,Smita Jaykar,7,Anil Sharma,0,5
tt0813539,Mr Prime Minister,2005,31-Dec-05,Comedy,Dev Anand,551,Gulshan Grover,8,Farhan Akhtar,0,1
tt0813540,Naksha,2006,8-Sep-06,Action | Adventure,Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (dialogue),552,Vidya Malvade,9,Siddharth Anand,0,1
tt0814014,Apne,2007,29-Jun-07,Drama | Sport,Neeraj Pathak (screenplay) | Neeraj Pathak (story),553,Yashpal Sharma,10,Anees Bazmee,0,4
tt0814082,Dil Diya Hai,2006,8-Sep-06,Drama | Romance | Thriller,Mudassar Aziz (screenplay) | Aditya Datt | Vinay Mudgil (screenplay) | Neeraj Pathak (screenplay) | Sameer (lyrics),554,Manoj Bajpayee,11,Prabhudheva,0,1
tt0814158,Ishq Qayamat,2004,20-Aug-04,Thriller,Raghu Menon (story) | Deepak Sneh,555,Ashutosh Rana,12,Shaad Ali,0,1
tt0814295,Rocky,2006,22-Sep-06,Action | Drama | Romance,Janak (dialogue) | Suresh Krishna (screenplay) | Hriday Lani (dialogue) | Sameer (lyrics),556,Ravi Kishan,13,Anurag Basu,0,1
tt0816657,Speed,2007,19-Oct-07,Action | Drama | Romance,Girish Dhamija (dialogue) | Eric Pillai (lyrics) | Mayur Pillai (lyrics) | Mayur Puri (lyrics),557,Nafisa Ali,14,Mohit Suri,0,1
